
03/11/2021,10:30:00,PotV,1.31,V,G
03/11/2021,10:30:00,Sense2,1.00,,G
03/11/2021,10:30:00,Sense3,36.00,,G
:BL 12.84 :NAME Sutron XLink :SN 2008489 
